Match_type,Ref_ID,ID1,Id,SchoolId,Name,Address,City,Zipcode,Contact,PhoneNumbe,YearBuilt,NumStories,Cost,NumStudent,BackupPowe,ShelterCap,Latitude,Longitude,Comment,X,Y,NumStudent12,CampusHous,NumStudents13,URL,Address2013,shape_wkt,POINT_X,POINT_Y
NCES,0,"150 North Street, Boston, Massachusetts 02109",9019,167297,North Bennet Street School,"39 North Bennet St, Boston, Massachusetts 02113",North End,33790,NO BENNETT ST IND SCHL,(617) 227-0155,1899,4,5845800.000000000000000,144.000000000000000,0.000000000000000, ,42.365890000000000,-71.054779999999994,0302292000,776486.095907520037144,2958673.640652940142900,151.000000000000000, ,161.000000000000000,http://www.nbss.org,,POINT (-71.054779999999937 42.365890000000036),-71.054779999999937,42.365890000000036
NCES,0,,12435,164845,Empire Beauty School-Boston,"30 West Street, Boston, Massachusetts 02111",Financial District,25175,CHENG HUNG TS, ,1899,5,1618800.000000000000000,205.000000000000000,0.000000000000000, ,42.354849999999999,-71.062370000000001,0304817000,774455.580283520044759,2954639.833103769924492,280.000000000000000, ,241.000000000000000, ,,POINT (-71.062369999999987 42.354850000000056),-71.062369999999987,42.354850000000056
NCES & Consortium,0,"178 Tremont St 7th Fl, Boston, Massachusetts 0211*",11884,429128,Urban College of Boston,"178 Tremont St, Boston, Massachusetts 02111",Financial District,63096,ACTION FOR BOSTON COMMUNITY,(617) 292-4723,1899,10,4285100.000000000000000,617.000000000000000,0.000000000000000, ,42.352889990000001,-71.064079989999996,0304884000,773997.031659940024838,2953923.204615769907832,562.000000000000000, ,762.000000000000000,http://www.urbancollege.edu,,POINT (-71.064079998999944 42.352890000000059),-71.064079998999944,42.352890000000059
NCES & Consortium,0,"122 Commonwealth Avenue, Boston, Massachusetts 02*",14049,164641,Bay State College,"122 Commonwealth Avenue, Boston, Massachusetts 02116",Back Bay,10182,PFANNENSTIEHL FREDERICK G TS,(617) 236-8000,1899,4,832000.000000000000000,753.000000000000000,0.000000000000000, ,42.351769990000001,-71.076939999999993,0501353000,770522.991692019975744,2953497.551923769991845,1225.000000000000000,19%,1204.000000000000000,http://www.baystate.edu,,POINT (-71.076939999999979 42.351770000000045),-71.076939999999979,42.351770000000045
NCES,0, ,13825,165149,Butera School Of Art,"111 Beacon St, Boston, Massachusetts 02116",Back Bay,8520,BUTERA JOSEPH L,(617) 536-4623,1899,5,594700.000000000000000,23.000000000000000,0.000000000000000, ,42.354979999999998,-71.073160000000001,0502814000,771538.891891189967282,2954672.428511019796133,, ,0.000000000000000,http://www.buteraschool.com,,POINT (-71.073159999999973 42.354980001000058),-71.073159999999973,42.354980001000058
NCES & Consortium,0,"120 Boylston Street, Boston, Massachusetts 02116-*",14326,165662,Emerson College,"120 Boylston Street, Boston, Massachusetts 02116",Beacon Hill,0,EMERSON COLLEGE,(617) 824-8500,0, ,4545500.000000000000000,4556.000000000000000,0.000000000000000, ,42.352219380000001,-71.065735779999997,0500043010,773550.717591939959675,2953676.536145850084722,4469.000000000000000,48%,4561.000000000000000,http://www.emerson.edu,,POINT (-71.065735780999944 42.352219383000033),-71.065735780999944,42.352219383000033
NCES & Consortium,0,"118 Beacon Street, Boston, Massachusetts 02116",13866,165802,Fisher College,"118 Beacon Street, Boston, Massachusetts 02116",Back Bay,21600,FISHER SCHOOL,(617) 236-8800,1899,5,280651.000000000000000,1593.000000000000000,0.000000000000000, ,42.355249999999998,-71.074140000000000,0502574000,771273.514797269948758,2954769.497542600147426,1821.000000000000000,40%,1930.000000000000000,http://www.fisher.edu,,POINT (-71.074140000999932 42.355250000000069),-71.074140000999932,42.355250000000069
NCES & Consortium,0,"126 Newbury Street, Boston, Massachusetts 02116",14004,166276,Sanford-Brown College-Boston,"126 Newbury Street, Boston, Massachusetts 02116",Back Bay,52830,BEEKMAN TOWN HOUSE LLC,(617) 578-7100,1920,6,5200400.000000000000000,158.000000000000000,0.000000000000000, ,42.351004000000003,-71.076415999999995,0501320000,770666.017980769975111,2953219.109895349945873,, ,71.000000000000000,http://www.gibbscollege.com,,POINT (-71.076415999999938 42.351004000000046),-71.076415999999938,42.351004000000046
NCES & Consortium,0,"154 Stuart St, Boston, Massachusetts 02116",13000,167215,New England School of Law,"154 Stuart St, Boston, Massachusetts 02116",Beacon Hill,65429,NEW ENGLAND SCHOOL OF LAW,(617) 451-0010,1899,5,8714400.000000000000000,1096.000000000000000,0.000000000000000, ,42.350770279999999,-71.066424510000004,0500077000,773367.236003519967198,2953147.510957189835608,, ,964.000000000000000,http://www.nesl.edu,,POINT (-71.066424509999933 42.350770287000046),-71.066424509999933,42.350770287000046
NCES,0,,2262,167543,Kaplan Career Institute (Closed),"570 Rutherford Ave, Charlestown, Massachusetts 02129",Charlestown,606500,HOOD BUSINESS PARK LLC,(617) 580-4010,1920,3,16958900.000000000000000,619.000000000000000,0.000000000000000, ,42.381010000000003,-71.072446990000003,0202161000,771684.060892189969309,2964159.257962519768625,,,0.000000000000000,,,POINT (-71.072446999999954 42.38101000000006),-71.072446999999954,42.381010000000060
NCES & Consortium,0,"320 Newbury Street, Boston, Massachusetts 02115-2*",15443,164872,Boston Architectural College,"320 Newbury Street, Boston, Massachusetts 02115",Back Bay,42344,BOSTON ARCHITECTURAL COLLEGE,(617) 262-5000,1899,6,11385900.000000000000000,1406.000000000000000,0.000000000000000, ,42.348460000000003,-71.085800000000006,0503062000,768133.942992439959198,2952279.570107770152390,1215.000000000000000, ,1037.000000000000000,http://www.the-bac.edu,,POINT (-71.085799999999949 42.348460000000046),-71.085799999999949,42.348460000000046
NCES & Consortium,0,"621 Huntington Ave, Boston, Massachusetts 02115-5*",86503,166674,Massachusetts College of Art and Design,"621 Huntington Ave, Boston, Massachusetts 02115",Fenway/Kenmore,217791,COMMWLTH OF MASS,(617) 879-7000,1900,6,65800100.000000000000000,2422.000000000000000,0.000000000000000, ,42.336383730000001,-71.100340419999995,0401841000,764224.000024940003641,2947859.999878690112382,2422.000000000000000,28%,2264.000000000000000,http://www.massart.edu,,POINT (-71.100340422999977 42.336383740000031),-71.100340422999977,42.336383740000031
NCES & Consortium,0,"179 Longwood Ave, Boston, Massachusetts 02115-5896",86582,166656,MCPHS University,"179 Longwood Ave, Boston, Massachusetts 02115",Fenway/Kenmore,104000,MASS COLLEGE OF PHARMACY,(617) 732-2800,1917,4,87531900.000000000000000,4252.000000000000000,0.000000000000000, ,42.336880000000001,-71.101119999999995,0401844000,764012.378729020012543,2948039.859755190089345,5327.000000000000000,17%,6548.000000000000000,http://www.mcp.edu,,POINT (-71.10112000099997 42.336880000000065),-71.101120000999970,42.336880000000065
NCES & Consortium,0,"424 Beacon St, Boston, Massachusetts 02115",15908,167093,New England College of Optometry,"424 Beacon St, Boston, Massachusetts 02115",Back Bay,17037,NEW ENGLAND COLLEGE,(617) 266-2030,1900,5,5568600.000000000000000,467.000000000000000,0.000000000000000, ,42.351849989999998,-71.086809990000006,0503507000,767854.936004520044662,2953513.627022849861532,475.000000000000000, ,502.000000000000000,http://www.neco.edu,,POINT (-71.086809998999968 42.35185000000007),-71.086809998999968,42.351850000000070
NCES & Consortium,0,"360 Huntington Ave, Boston, Massachusetts 02115-5*",23123,167358,Northeastern University,"360 Huntington Ave, Boston, Massachusetts 02115",Fenway/Kenmore,142900,NORTHEASTERN UNIVERSITY,(617) 373-2000,1899,3,426358800.000000000000000,27537.000000000000000,0.000000000000000, ,42.340047900000002,-71.088891590000003,0402236000,767313.000080520054325,2949210.000131439883262,26959.000000000000000, ,8479.000000000000000,http://www.northeastern.edu,,POINT (-71.088891592999971 42.340047903000027),-71.088891592999971,42.340047903000027
NCES & Consortium,0,"290 Huntington Ave, Boston, Massachusetts 02115-5*",22925,167057,The New England Conservatory of Music,"290 Huntington Ave, Boston, Massachusetts 02115",Fenway/Kenmore,0,NEW ENGLAND CONS OF MUSIC,(617) 585-1100,0,4,299000.000000000000000,785.000000000000000,0.000000000000000, ,42.341092990000000,-71.086445999999995,0402246000,767972.333079440053552,2949594.048904019873589,775.000000000000000,40%,813.000000000000000,http://www.newenglandconservatory.edu,,POINT (-71.086446000999956 42.341093000000058),-71.086446000999956,42.341093000000058
NCES & Consortium,0,"550 Huntington Ave, Boston, Massachusetts 02115",86223,168227,Wentworth Institute of Technology,"550 Huntington Ave, Boston, Massachusetts 02115",Fenway/Kenmore,236886,WENTWORTH INSTITUTE,(617) 442-9010,1900,3,12929600.000000000000000,3808.000000000000000,0.000000000000000, ,42.336620000000003,-71.094939990000000,0402024000,765683.711344350012951,2947952.985257020220160,3988.000000000000000,41%,4179.000000000000000,http://www.wit.edu,,POINT (-71.094939998999962 42.336620000000039),-71.094939998999962,42.336620000000039
NCES & Consortium,0,"1140 Boylston St, Boston, Massachusetts 02215",23134,164748,Berklee College of Music,"1140 Boylston St, Boston, Massachusetts 02215",Fenway/Kenmore,36300,M B H ASSOCIATES LPS,(617) 266-1400,1899,6,4647300.000000000000000,4145.000000000000000,0.000000000000000, ,42.346689040000001,-71.089011200000002,0401384000,767268.999840439995751,2951629.999884599819779,4307.000000000000000,20%,4519.000000000000000,http://www.berklee.edu,,POINT (-71.089011208999977 42.346689042000037),-71.089011208999977,42.346689042000037
NCES,0,,16255,457013,Kaplan Career Institute (Closed),"540 Commonwealth Ave, Boston, Massachusetts 02215",Fenway/Kenmore,34112,SHUBERT FOUNDATION INC,(617) 695-4103,1899,3,3854600.000000000000000,249.000000000000000,0.000000000000000, ,42.348491989999999,-71.096724989999998,0503938000,765180.645093269995414,2952277.079299100209028,218.000000000000000,,0.000000000000000,,,POINT (-71.096724999999935 42.348492000000078),-71.096724999999935,42.348492000000078
NCES,0,"537 Commonwealth Ave, Boston, Massachusetts 02215",16296,167224,New England School of Photography,"537 Commonwealth Ave, Boston, Massachusetts 02215",Fenway/Kenmore,16500,TRUSTEES OF BOSTON,(617) 437-1868,1923,3,452500.000000000000000,119.000000000000000,0.000000000000000, ,42.349220000000003,-71.096919990000004,0503755000,765126.678993850015104,2952542.127653520088643,98.000000000000000, ,66.000000000000000,http://www.nesop.com,,POINT (-71.096919999999955 42.349220000000059),-71.096919999999955,42.349220000000059
NCES,0, ,98366,16645201,Art Institute of Boston at Lesley University,"700 Beacon St, Boston, Massachusetts 02215",Fenway/Kenmore,37990,ART INSTITUTE OF BOSTON,(617) 585-6600,1899,4,7212500.000000000000000,0.000000000000000,0.000000000000000, ,42.348499990000001,-71.099369990000000,0504144000,764465.635696519981138,2952276.625231769867241,,27%,0.000000000000000,http://www.aiboston.edu,,POINT (-71.099369999999965 42.348500000000058),-71.099369999999965,42.348500000000058
NCES & Consortium,0,"303 Adams Street, Milton, Massachusetts 02186",59172,165264,Laboure College,"2120 Dorchester Ave, Boston, Massachusetts 02124",South Dorchester,282494,NEW CARITAS CHRISTI HOSPITAL,(617) 296-8300,1899,8,51941000.000000000000000,669.000000000000000,0.000000000000000, ,42.277393310000001,-71.065149099999999,1605018000,773848.314109600032680,2926409.521782349795103,732.000000000000000, ,698.000000000000000,http://www.laboure.edu,,POINT (-71.065149104999989 42.277393318000065),-71.065149104999989,42.277393318000065
NCES,0,"1505 Commonwealth Ave, Brighton, Massachusetts 02*",80906,167020,Everest Institute-Brighton,"1505 Commonwealth Ave, Brighton, Massachusetts 02135",Allston/Brighton,63504,COMMEX LLC,(617) 783-9955,1964,5,3189600.000000000000000,700.000000000000000,0.000000000000000, ,42.347110000000001,-71.141540000000006,2101830005,753068.370761440019123,2951719.356661269906908,422.000000000000000, ,369.000000000000000,http://www.bryman-institute.com,,POINT (-71.141539999999964 42.347110000000043),-71.141539999999964,42.347110000000043
NCES,0,"127 Lake Street, Brighton, Massachusetts 02135-38*",88667,167677,Saint John's Seminary,"127 Lake Street, Brighton, Massachusetts 02135",Allston/Brighton,83600,TRUSTEES OF BOSTON COLLEGE,(617) 254-2610,1964,3,1265300.000000000000000,145.000000000000000,0.000000000000000, ,42.344322949999999,-71.163048750000002,2205268070,747258.000164350029081,2950680.000144190154970,183.000000000000000,100%,192.000000000000000,http://www.sjs.edu,,POINT (-71.163048753999988 42.344322960000056),-71.163048753999988,42.344322960000056
NCES,0,"400 Heath St, Chestnut Hill, Massachusetts 02467",90949,167455,Pine Manor College,"400 Heath St, Chestnut Hill, Massachusetts 02467",Jamaica Plain,0,BACK OF THE HILL CONDO TRUST,(617) 731-7000,1999,2.0,0.000000000000000,484.000000000000000,0.000000000000000, ,42.328789989999997,-71.110219990000004,1001487000,761565.489593939972110,2945080.340083689894527,343.000000000000000,73.5%,346.000000000000000,http://www.pmc.edu,,POINT (-71.11021999999997 42.328790000000026),-71.110219999999970,42.328790000000026
NCES & Consortium,0,"One Wells Avenue, Newton, Massachusetts 02459",41509,166717,Massachusetts School of Professional Psychology,"221 Rivermoor St, Boston, Massachusetts 02132",West Roxbury,119454,CITY OF BOSTON,(617) 327-6777,1975,1,5477000.000000000000000,448.000000000000000,0.000000000000000, ,42.278892259999999,-71.180351290000004,2009228000,742669.813146520056762,2926817.873327849898487,558.000000000000000, ,652.000000000000000,http://www.mspp.edu,,POINT (-71.180351297999948 42.27889226800005),-71.180351297999948,42.278892268000050
NCES & Consortium,0,"950 Metropolitan Ave, Boston, Massachusetts 02136*",62594,164614,Boston Baptist College,"950 Metropolitan Ave, Boston, Massachusetts 02136",Hyde Park,35206,BOSTON BAPTIST COLLEGE,(617) 364-3510,1899,3,3326900.000000000000000,147.000000000000000,0.000000000000000, ,42.253999989999997,-71.110259990000003,1810945000,761679.207870439975522,2917825.673136440105736,103.000000000000000, ,96.000000000000000,http://www.boston.edu,,POINT (-71.110259999999982 42.254000000000076),-71.110259999999982,42.254000000000076
 ,0, ,164845,164845,Blaine The Beauty Career School-Boston,530 Commonwealth Ave,Boston,02215, ,(508) 370-7447, , ,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,,,, ,0.000000000000000,http://www.blainebeautyschools.com,,POINT (-71.096397626999988 42.34859913300005),-71.096397626999988,42.348599133000050
 ,0, ,167543,167543,Rets Technical Center,965 Commonwealth Ave,Boston,02215, ,(617) 783-1197, , ,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,,,, ,0.000000000000000,http://www.retstech.com,,POINT (-71.119210478999946 42.35200522100007),-71.119210478999946,42.352005221000070
 ,0,, , ,Harvard University of Public Health,677 Huntington Ave, ,02115,HARVARD COLLEGE,(617) 432-1031, ,6,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,0.000000000000000,0401895001,,,, ,502.000000000000000,http://www.hsph.harvard.edu/,,POINT (-71.103529949999938 42.33506645500006),-71.103529949999938,42.335066455000060
